call to Robot/MoveD
9.391705 0 265 -45.848910
9.393048 0 265 -45.848910
9.395159 0 265 -45.848910
9.397123 0 265 -45.848910
9.398515 0 265 -45.848910
9.400025 0 265 -45.848910
9.401726 0 265 -45.848910
9.403071 0 265 -45.848910
9.405196 0 265 -45.848910
9.406838 0 265 -45.848910
9.408529 0 265 -45.848910
9.410041 0 265 -45.848910
9.411174 0 265 -45.848910
9.413006 0 265 -45.848910
9.415171 0 265 -45.848910
9.421871 0 265 -45.848910
9.424513 0 265 -45.848910
9.425860 0 265 -45.848910
9.427028 0 265 -45.848910
9.428714 0 265 -45.848910
9.430515 0 265 -45.848910
9.433143 0 265 -45.848910
9.435740 0 265 -45.848910
9.438153 0 265 -45.848910
9.440262 0 265 -45.848910
9.441985 0 265 -45.848910
9.444077 0 265 -45.848910
9.445787 0 265 -45.848910
9.446939 0 265 -45.848910
9.448304 0 265 -45.848910
9.450129 0 265 -45.848910
9.451268 0 265 -45.848910
9.452815 0 265 -45.848910
9.454981 0 265 -45.848910
9.456403 0 265 -45.848910
9.458111 0 265 -45.848910
9.477193 0 265 -45.848910
9.479976 0 265 -45.848910
9.481687 0 265 -45.848910
9.483228 0 265 -45.848910
9.485972 0 265 -45.848910
9.487119 0 265 -45.848910
9.488691 0 265 -45.848910
9.491178 0 265 -45.848910
9.492589 0 265 -45.848910
9.495012 0 265 -45.848910
9.496417 0 265 -45.848910
9.497745 0 265 -45.848910
9.498902 0 265 -45.848910
9.501199 0 265 -45.848910
9.502605 0 265 -45.848910
9.504928 0 265 -45.848910
9.506261 0 265 -45.848910
9.507694 0 265 -45.848910
9.508849 0 265 -45.848910
9.510279 0 265 -45.848910
9.512241 0 265 -45.848910
9.514672 0 265 -45.848910
9.515977 0 265 -45.848910
9.517143 0 265 -45.848910
9.518503 0 265 -45.848910
9.521202 0 265 -45.848910
9.522614 0 265 -45.848910
9.525205 0 265 -45.848910
9.526614 0 265 -45.848910
9.527980 0 265 -45.848910
9.529131 0 265 -45.848910
9.530880 0 265 -45.848910
9.535028 0 265 -45.848910
9.536615 0 265 -45.848910
9.538460 0 265 -45.848910
9.539980 0 265 -45.848910
9.541364 0 265 -45.848910
9.543317 0 265 -45.848910
9.546044 0 265 -45.848910
9.547202 0 265 -45.848910
9.548570 0 265 -45.848910
9.550071 0 265 -45.848910
9.551208 0 265 -45.848910
9.553678 0 265 -45.848910
9.555709 0 265 -45.848910
9.556883 0 265 -45.848910
9.558260 0 265 -45.848910
9.559768 0 265 -45.848910
9.561232 0 265 -45.848910
9.563636 0 265 -45.848910
9.565692 0 265 -45.848910
9.566866 0 265 -45.848910
9.568530 0 265 -45.848910
9.570768 0 265 -45.848910
9.572233 0 265 -45.848910
9.592439 0 265 -45.848910
9.594959 0 265 -45.848910
9.596394 0 265 -45.848910
9.598049 0 265 -45.848910
9.599196 0 265 -45.848910
9.600987 0 265 -45.848910
9.623094 0 265 -45.848910
9.625750 0 265 -45.848910
9.626907 0 265 -45.848910
9.628461 0 265 -45.848910
9.630219 0 265 -45.848910
9.631379 0 265 -45.848910
9.652111 0 265 -45.848910
9.656858 0 265 -45.848910
9.659779 0 265 -45.848910
9.660973 0 265 -45.848910
9.662315 0 265 -45.848910
9.665410 0 265 -45.848910
9.666852 0 265 -45.848910
9.668232 0 265 -45.848910
9.669733 0 265 -45.848910
9.670885 0 265 -45.848910
9.673393 0 265 -45.848910
9.675970 0 265 -45.848910
9.677139 0 265 -45.848910
9.678717 0 265 -45.848910
9.680231 0 265 -45.848910
9.681374 0 265 -45.848910
9.682946 0 265 -45.848910
9.702968 0 265 -45.848910
9.706464 0 265 -45.848910
9.707825 0 265 -45.848910
9.709217 0 265 -45.848910
9.710640 0 265 -45.848910
9.712027 0 265 -45.848910
9.713680 0 265 -45.848910
9.716212 0 265 -45.848910
9.717667 0 265 -45.848910
9.718836 0 265 -45.848910
9.720262 0 265 -45.848910
9.721893 0 265 -45.848910
9.725876 0 265 -45.848910
9.727049 0 265 -45.848910
9.728419 0 265 -45.848910
9.730410 0 265 -45.848910
9.731798 0 265 -45.848910
9.733219 0 265 -45.848910
9.752542 0 265 -45.848910
9.756034 0 265 -45.848910
9.758700 0 265 -45.848910
9.760530 0 265 -45.848910
9.761925 0 265 -45.848910
9.763377 0 265 -45.848910
9.766564 0 265 -45.848910
9.767932 0 265 -45.848910
9.769093 0 265 -45.848910
9.770537 0 265 -45.848910
9.771911 0 265 -45.848910
9.775142 0 265 -45.848910
9.776895 0 265 -45.848910
9.778279 0 265 -45.848910
9.779791 0 265 -45.848910
9.780941 0 265 -45.848910
9.782237 0 265 -45.848910
9.784843 0 265 -45.848910
9.786838 0 265 -45.848910
9.788673 0 265 -45.848910
9.790288 0 265 -45.848910
9.791658 0 265 -45.848910
9.792996 0 265 -45.848910
9.795150 0 265 -45.848910
9.796845 0 265 -45.848910
9.798228 0 265 -45.848910
9.799738 0 265 -45.848910
9.801217 0 265 -45.848910
9.802828 0 265 -45.848910
9.805165 0 265 -45.848910
9.828429 0 265 -45.848910
9.830690 0 265 -45.848910
9.832863 0 265 -45.848910
9.836046 0 265 -45.848910
9.837221 0 265 -45.848910
9.856890 0 265 -45.848910
9.860486 0 265 -45.848910
9.862227 0 265 -45.848910
9.864499 0 265 -45.848910
9.866868 0 265 -45.848910
9.868308 0 265 -45.848910
9.870409 0 265 -45.848910
9.872225 0 265 -45.848910
9.874812 0 265 -45.848910
9.877019 0 265 -45.848910
9.878440 0 265 -45.848910
9.880154 0 265 -45.848910
9.881340 0 265 -45.848910
9.883177 0 265 -45.848910
9.885313 0 265 -45.848910
9.886722 0 265 -45.848910
9.888106 0 265 -45.848910
9.907972 0 265 -45.848910
9.910097 0 265 -45.848910
9.911781 0 265 -45.848910
9.913117 0 265 -45.848910
9.915398 0 265 -45.848910
9.916809 0 265 -45.848910
9.918157 0 265 -45.848910
9.920398 0 265 -45.848910
9.921804 0 265 -45.848910
9.924024 0 265 -45.848910
9.926051 0 265 -45.848910
9.928342 0 265 -45.848910
9.930397 0 265 -45.848910
9.931790 0 265 -45.848910
9.933117 0 265 -45.848910
9.935280 0 265 -45.848910
9.936854 0 265 -45.848910
9.938615 0 265 -45.848910
9.940164 0 265 -45.848910
9.942554 0 265 -45.848910
9.944878 0 265 -45.848910
9.946196 0 265 -45.848910
9.947637 0 265 -45.848910
9.948709 0 265 -45.848910
9.950224 0 265 -45.848910
9.951910 0 265 -45.848910
9.953359 0 265 -45.848910
9.955668 0 265 -45.848910
9.957180 0 265 -45.848910
9.959935 0 265 -45.848910
9.979823 0 265 -45.848910
9.981848 0 265 -45.848910
9.984082 0 265 -45.848910
9.985997 0 265 -45.848910
9.987753 0 265 -45.848910
9.989162 0 265 -45.848910
9.990604 0 265 -45.848910
10.017940 0 265 -45.848910
10.037123 0 265 -45.848910
10.039288 0 265 -45.848910
10.041724 0 265 -45.848910
10.043083 0 265 -45.848910
10.045218 0 265 -45.848910
10.065803 0 265 -45.848910
10.068120 0 265 -45.848910
10.069884 0 265 -45.848910
10.071045 0 265 -45.848910
10.072809 0 265 -45.848910
10.075162 0 265 -45.848910
10.076590 0 265 -45.848910
10.078491 0 265 -45.848910
10.080738 0 265 -45.848910
10.082161 0 265 -45.848910
10.084777 0 265 -45.848910
10.086122 0 265 -45.848910
10.087774 0 265 -45.848910
10.089197 0 265 -45.848910
10.090634 0 265 -45.848910
10.092024 0 265 -45.848910
10.093659 0 265 -45.848910
10.095660 0 265 -45.848910
10.097147 0 265 -45.848910
10.099237 0 265 -45.848910
10.101022 0 265 -45.848910
10.102317 0 265 -45.848910
10.104719 0 265 -45.848910
10.106042 0 265 -45.848910
10.107186 0 265 -45.848910
10.108960 0 265 -45.848910
10.110394 0 265 -45.848910
10.111758 0 265 -45.848910
10.113086 0 265 -45.848910
10.115403 0 265 -45.848910
10.116834 0 265 -45.848910
10.118199 0 265 -45.848910
10.139854 0 265 -45.848910
10.141260 0 265 -45.848910
10.143324 0 265 -45.848910
10.145867 0 265 -45.848910
10.147033 0 265 -45.848910
10.148396 0 265 -45.848910
10.167805 0 265 -45.848910
10.170175 0 265 -45.848910
10.171903 0 265 -45.848910
10.173377 0 265 -45.848910
10.175840 0 265 -45.848910
10.177017 0 265 -45.848910
10.178399 0 265 -45.848910
10.203879 0 265 -45.848910
10.205361 0 265 -45.848910
10.207230 0 269 -45.848910
call to Robot/Rotate
call to Robot/MoveD
0.012664 0 0 0.000000
0.023349 0 0 0.000000
0.034309 0 0 0.000000
0.044335 0 0 0.000000
0.056338 0 0 0.000000
0.064232 0 0 0.000000
0.074008 0 0 0.000000
0.083219 0 0 0.000000
0.120978 0 0 0.000000
0.134528 0 0 0.000000
0.153485 0 0 0.000000
0.190324 0 0 0.000000
0.200806 0 0 0.000000
0.234142 0 0 0.000000
0.269320 0 273 0.000000
0.279481 0 273 0.000000
0.290820 0 273 0.000000
0.300284 0 273 0.000000
0.360527 0 273 0.000000
0.372932 0 273 0.000000
0.404342 0 273 0.000000
0.440700 0 273 0.000000
0.479397 0 273 0.000000
0.513173 0 273 0.000000
0.528806 0 273 0.000000
0.540759 0 273 0.000000
0.554196 0 273 0.000000
0.590627 0 273 0.000000
0.601002 0 273 0.000000
0.667274 0 273 0.000000
0.727227 0 273 0.000000
0.759205 0 273 0.000000
0.770132 0 273 0.000000
0.780335 0 259 0.000000
0.813664 0 259 0.000000
0.847323 0 259 0.000000
0.861186 0 259 0.000000
0.891206 0 259 0.000000
0.902610 0 259 0.000000
0.912393 0 259 0.000000
0.921590 0 259 0.000000
0.932124 0 259 0.000000
0.942492 0 259 0.000000
0.960146 0 259 0.000000
0.970068 0 259 0.000000
0.979397 0 259 0.000000
1.009628 0 259 0.000000
1.018951 0 259 0.000000
1.028241 0 259 0.000000
1.061381 0 251 0.000000
1.074301 0 251 0.000000
1.107473 0 251 0.000000
1.118691 0 251 0.000000
1.128834 0 251 0.000000
1.140636 0 251 0.000000
1.150243 0 251 0.000000
1.162960 0 251 0.000000
1.194195 0 251 0.000000
1.230603 0 251 0.000000
1.243219 0 251 0.000000
1.259312 0 251 0.000000
1.274599 0 251 0.000000
1.309620 0 251 0.000000
1.346933 0 241 0.000000
1.387977 1 241 32.052165
1.401577 1 240 33.412169
1.412424 1 239 34.496881
1.442915 1 238 37.546006
1.480568 1 237 41.311310
1.513491 1 236 44.603648
1.544205 1 235 47.675044
1.554503 1 234 48.704840
1.566788 1 233 49.933344
1.577155 1 232 50.970019
1.585429 1 231 51.797415
1.602188 1 227 53.473269
1.642373 1 226 57.491760
1.644457 1 225 57.700198
1.754325 1 224 68.687023
1.864280 1 225 79.682531
1.973180 1 224 90.572460
2.080454 1 223 101.299877
2.188374 1 225 112.091906
2.311146 1 224 124.369081
2.432561 1 223 136.510569
2.550458 1 225 148.300356
2.669210 1 224 160.175531
2.789357 1 223 172.190210
2.909066 1 225 184.161119
3.027548 1 224 196.009306
3.140800 1 223 207.334469
3.260690 1 225 219.323527
3.384338 1 224 231.688331
3.504740 1 223 243.728465
3.624751 1 225 255.729577
3.742707 1 224 267.525215
3.858763 1 223 279.130773
3.978736 1 225 291.128094
4.098951 1 224 303.149631
4.220777 1 223 315.332256
4.340670 1 225 327.321465
4.455339 1 224 338.788373
4.575157 1 223 350.770240
4.692568 1 225 362.511285
4.814740 1 224 374.728556
4.932574 1 223 386.511952
5.050437 1 229 398.298227
5.080746 1 228 401.329127
5.113357 1 227 404.590173
5.151418 1 226 408.396348
5.164790 1 225 409.733510
5.289487 1 224 422.203240
5.408758 1 44 434.130344
5.447403 1 43 437.994827
5.483219 1 42 441.576360
5.527144 1 41 445.968890
5.558973 0 40 417.560335
5.590986 0 40 417.560335
5.628456 -2 40 353.813369
5.667459 -3 220 314.062733
call to Robot/Rotate
call to Robot/MoveD
0.050105 0 0 0.000000
0.084269 0 0 0.000000
0.122346 -1 0 -31.903835
0.164543 -2 0 -68.233404
0.205578 -2 0 -76.440504
0.248528 -2 0 -85.030521
0.295880 -1 233 -62.133277
0.344430 -1 232 -66.988327
0.389761 0 231 -39.254858
0.435379 1 231 -6.973969
0.489339 1 230 -1.577923
0.534233 1 229 2.911452
0.574052 2 259 38.884283
0.619713 2 258 48.016575
0.655918 2 257 55.257583
0.690358 1 256 30.423577
0.724376 1 255 33.825319
0.760327 1 254 37.420385
0.794241 1 253 40.811839
0.829934 0 252 12.596494
0.863928 0 278 12.596494
0.902318 0 278 12.596494
0.944337 0 278 12.596494
0.980468 -1 278 -19.210040
1.014441 -1 277 -22.607335
1.049796 -1 276 -26.142844
1.082573 -1 275 -29.420531
1.121121 -1 298 -33.275398
1.162624 -1 297 -37.425719
1.204739 0 296 -9.531433
1.244412 0 296 -9.531433
1.292245 0 296 -9.531433
1.335551 0 296 -9.531433
1.374546 0 326 -9.531433
1.418599 1 326 22.671237
1.460082 1 325 26.819512
1.493807 0 324 -1.494250
1.530355 0 324 -1.494250
1.570279 0 324 -1.494250
1.602077 0 324 -1.494250
1.642312 0 330 -1.494250
1.688005 0 330 -1.494250
1.720463 0 330 -1.494250
1.761872 0 330 -1.494250
1.794633 0 330 -1.494250
1.835102 0 330 -1.494250
1.873918 0 330 -1.494250
1.912273 0 353 -1.494250
1.950051 0 353 -1.494250
1.990461 0 353 -1.494250
2.024656 0 353 -1.494250
2.070047 0 353 -1.494250
2.100220 0 353 -1.494250
2.139543 0 353 -1.494250
2.179978 0 376 -1.494250
2.218342 0 376 -1.494250
2.248674 0 376 -1.494250
2.284027 0 376 -1.494250
2.322239 0 376 -1.494250
2.353990 0 376 -1.494250
2.393505 0 376 -1.494250
2.430476 0 376 -1.494250
2.470217 0 403 -1.494250
2.503797 0 403 -1.494250
2.540408 0 403 -1.494250
2.580080 0 403 -1.494250
2.621559 0 403 -1.494250
2.653734 0 403 -1.494250
2.688752 0 403 -1.494250
2.723742 0 403 -1.494250
2.758643 0 429 -1.494250
2.793619 0 429 -1.494250
2.830175 0 429 -1.494250
2.870276 0 429 -1.494250
2.898685 0 429 -1.494250
2.933842 0 429 -1.494250
2.971014 0 429 -1.494250
3.003905 0 429 -1.494250
3.034616 0 448 -1.494250
3.070545 0 448 -1.494250
3.120752 0 448 -1.494250
3.154526 0 448 -1.494250
3.192368 0 448 -1.494250
3.230739 0 448 -1.494250
3.264358 0 448 -1.494250
3.305575 0 464 -1.494250
3.340510 0 464 -1.494250
3.379500 0 464 -1.494250
3.413662 0 464 -1.494250
3.450720 0 464 -1.494250
3.489586 0 464 -1.494250
3.525518 0 464 -1.494250
3.562630 0 474 -1.494250
3.598328 0 474 -1.494250
3.633726 0 474 -1.494250
3.671461 0 474 -1.494250
3.710403 0 474 -1.494250
3.750132 0 474 -1.494250
3.790000 0 474 -1.494250
3.820738 0 491 -1.494250
3.860380 0 491 -1.494250
3.894312 0 491 -1.494250
3.931922 0 491 -1.494250
3.972626 0 491 -1.494250
4.029539 0 491 -1.494250
4.064380 0 491 -1.494250
4.100714 0 518 -1.494250
4.140481 0 518 -1.494250
4.175639 0 518 -1.494250
4.211712 0 518 -1.494250
4.249285 0 518 -1.494250
4.274548 0 518 -1.494250
4.312055 0 518 -1.494250
4.345851 0 518 -1.494250
4.380096 0 544 -1.494250
4.421944 0 544 -1.494250
4.460044 0 544 -1.494250
4.498599 0 544 -1.494250
4.529613 0 544 -1.494250
4.560365 0 544 -1.494250
4.590757 0 544 -1.494250
4.626710 0 544 -1.494250
4.662654 0 581 -1.494250
4.709909 0 581 -1.494250
4.744277 0 581 -1.494250
4.770586 0 581 -1.494250
4.800749 0 581 -1.494250
4.848466 0 581 -1.494250
4.882505 0 581 -1.494250
4.916660 0 581 -1.494250
4.951435 0 581 -1.494250
4.991805 0 581 -1.494250
5.028413 0 581 -1.494250
5.062644 0 581 -1.494250
5.098254 0 581 -1.494250
5.132306 0 581 -1.494250
5.168554 0 581 -1.494250
5.199809 0 581 -1.494250
5.233528 0 581 -1.494250
5.270472 0 581 -1.494250
5.308376 0 581 -1.494250
5.343555 0 581 -1.494250
5.375970 0 581 -1.494250
5.412198 0 581 -1.494250
5.449451 0 581 -1.494250
5.480576 0 581 -1.494250
5.515629 0 581 -1.494250
5.559707 0 581 -1.494250
5.593812 0 581 -1.494250
5.639830 0 581 -1.494250
5.682366 0 581 -1.494250
5.720332 0 581 -1.494250
5.763685 0 581 -1.494250
5.801420 0 644 -1.494250
5.841444 0 644 -1.494250
5.871515 0 644 -1.494250
5.902044 0 644 -1.494250
5.939729 0 644 -1.494250
5.978324 0 644 -1.494250
6.013593 0 644 -1.494250
6.044537 -1 644 -33.041436
6.085148 -1 660 -37.102611
6.120605 -2 659 -72.421154
6.153854 -2 658 -79.071004
6.184589 -2 657 -85.217929
6.221935 -2 656 -92.687146
6.260038 -1 655 -68.402640
6.294730 -1 654 -71.871781
6.341723 0 681 -44.221431
6.380032 1 681 -12.305969
6.388357 1 680 -11.473506
6.513649 1 679 1.055685
call to Robot/Rotate
call to Robot/Rotate
call to Robot/MoveD
0.043427 0 0 0.000000
0.089675 0 0 0.000000
0.132550 -1 0 -32.143746
0.168329 -1 0 -35.721679
0.198641 -1 0 -38.752825
0.231918 -2 0 -73.744431
0.260671 -2 401 -79.495031
0.306781 -1 400 -56.411544
0.350568 -1 399 -60.790265
0.390631 0 398 -32.793408
0.432101 0 398 -32.793408
0.468042 0 398 -32.793408
0.511892 1 398 -0.600921
0.552139 1 421 3.423846
0.593920 1 420 7.601858
0.638086 1 419 12.018538
0.676245 1 418 15.834442
0.710698 1 417 19.279654
0.742742 1 416 22.484108
0.778085 1 415 26.018438
0.818066 1 435 30.016504
0.857215 1 434 33.931371
0.897828 1 433 37.992713
0.938172 1 432 42.027100
0.979373 0 431 14.087158
1.012791 0 431 14.087158
1.060310 0 431 14.087158
1.098251 0 455 14.087158
1.142389 -1 455 -18.119744
1.177297 -1 454 -21.610527
1.210049 -1 453 -24.885719
1.253944 -1 452 -29.275273
1.291978 -1 451 -33.078685
1.339708 -1 450 -37.851615
1.378066 -1 474 -41.687440
1.421794 0 473 -13.873848
1.461673 0 473 -13.873848
1.498207 0 473 -13.873848
1.538035 0 473 -13.873848
1.581719 0 473 -13.873848
1.618483 1 473 17.964308
1.660569 1 492 22.172975
1.708792 1 491 26.995225
1.746763 1 490 30.792362
1.779861 1 489 34.102192
1.813980 1 488 37.514054
1.850661 0 487 9.348123
1.888051 0 487 9.348123
1.926726 0 509 9.348123
1.966733 0 509 9.348123
1.999750 0 509 9.348123
2.038416 0 509 9.348123
2.072749 0 509 9.348123
2.108304 -1 509 -22.429644
2.142078 -1 508 -25.806985
2.177912 -1 507 -29.390381
2.216774 -1 534 -33.276631
2.259808 -1 533 -37.580015
2.300560 0 532 -9.617629
2.342409 0 532 -9.617629
2.377794 0 532 -9.617629
2.418477 0 532 -9.617629
2.456630 0 532 -9.617629
2.492650 0 554 -9.617629
2.537523 0 554 -9.617629
2.574642 0 554 -9.617629
2.609775 0 554 -9.617629
2.656762 0 554 -9.617629
2.692005 0 554 -9.617629
2.728431 1 554 22.203681
2.769898 1 572 26.350394
2.814623 1 571 30.822852
2.853261 1 570 34.686723
2.888165 1 569 38.177069
2.921521 0 568 9.844875
2.952094 0 568 9.844875
2.982781 0 568 9.844875
3.020409 0 568 9.844875
3.058576 0 590 9.844875
3.092605 -1 590 -21.856590
3.130232 -1 589 -25.619327
3.168540 -1 588 -29.450115
3.206791 -1 587 -33.275194
3.247665 -1 586 -37.362631
3.287346 -1 585 -41.330702
3.320609 0 609 -12.993833
3.362116 0 609 -12.993833
3.402149 0 609 -12.993833
3.443903 0 609 -12.993833
3.480510 0 609 -12.993833
3.518188 1 609 18.890106
3.558776 1 608 22.948898
3.598263 1 626 26.897623
3.639616 1 625 31.032915
3.672285 1 624 34.299798
3.708273 0 623 6.099204
3.743669 0 623 6.099204
3.778067 0 623 6.099204
3.808799 -1 623 -25.437383
3.848656 -1 622 -29.423096
3.883888 -1 645 -32.946292
3.921863 -2 644 -68.642517
3.960607 -2 643 -76.391300
3.998778 -1 642 -52.116887
4.040541 -1 641 -56.293200
4.082395 -1 640 -60.478621
4.128556 0 639 -32.786654
4.168789 1 662 -0.775004
4.200104 1 661 2.356517
4.238756 2 660 38.154335
4.282008 2 659 46.804852
4.298166 2 658 50.036344
4.312487 3 657 83.616573
4.347786 3 656 94.206460
4.358657 3 655 97.467635
4.370033 3 654 100.880410
4.381511 3 653 104.323723
4.420078 2 652 83.965619
4.453181 2 687 90.586160
4.467101 2 686 93.370152
4.477200 1 685 64.884977
4.487135 1 684 65.878544
4.499335 1 683 67.098460
4.530505 1 682 70.215460
4.542468 0 681 40.813617
4.552633 0 681 40.813617
4.566233 0 681 40.813617
4.622548 -1 681 7.997904
4.633234 -1 680 6.929237
4.648330 -1 679 5.419654
4.658608 -1 678 4.391896
4.671648 -2 677 -27.564223
4.681811 -2 676 -29.596715
4.737921 -2 697 -40.818831
4.776044 -2 696 -48.443306
4.817750 -2 695 -56.784598
4.832096 -2 694 -59.653698
4.857338 -1 693 -33.440067
4.870744 -1 692 -34.780650
4.932567 0 691 -7.871808
4.971895 1 691 24.094589
4.986477 1 690 25.552752
5.051207 1 718 32.025731
5.082780 1 717 35.183056
5.092767 1 716 36.181794
5.156745 0 715 9.380687
5.168411 0 715 9.380687
5.179971 0 715 9.380687
5.191857 0 715 9.380687
5.222137 0 715 9.380687
5.236715 0 715 9.380687
5.248413 0 715 9.380687
5.280639 -1 715 -22.230623
5.292407 -1 714 -23.407394
5.323899 -1 730 -26.556602
5.337886 -1 729 -27.955277
5.351363 -1 728 -29.302944
5.363859 -1 727 -30.552598
5.380398 -1 726 -32.206498
5.396377 0 725 -3.005433
5.410264 0 725 -3.005433
5.422499 0 725 -3.005433
5.468646 0 725 -3.005433
5.526656 0 725 -3.005433
5.541892 0 725 -3.005433
5.557385 0 725 -3.005433
5.591546 0 748 -3.005433
5.629413 0 748 -3.005433
5.667073 -1 748 -34.888465
5.699745 -1 747 -38.155665
5.710414 -2 746 -69.755977
5.722551 -2 745 -72.183352
5.753275 -2 744 -78.328061
5.764421 -3 743 -111.114634
5.778113 -3 741 -115.222221
5.788620 -3 739 -118.374434
5.798754 -3 737 -121.414521
5.809417 -3 735 -124.613359
5.842098 -3 733 -134.417783
5.858028 -4 748 -169.993240
5.869314 -4 746 -174.507890
5.881714 -4 744 -179.467756
5.891583 -4 742 -183.415306
5.899810 -4 740 -186.706256
5.909207 -4 738 -190.464806
5.948456 -4 736 -206.164473
5.958385 -4 734 -210.135973
5.994694 -4 732 -224.659890
6.006774 -4 730 -229.491873
6.016308 -4 728 -233.305440
6.026316 -4 726 -237.308540
6.035935 -4 724 -241.156140
6.067159 -4 722 -253.645873
6.079034 -4 720 -258.395490
6.088208 -4 718 -262.065390
6.120359 -4 748 -274.925556
6.135533 -4 746 -280.995440
6.192439 -4 744 -303.757540
6.207973 -4 742 -309.971140
6.218761 -3 740 -283.747158
6.230532 -3 738 -287.278296
6.243493 -3 736 -291.166608
6.266580 -3 734 -298.092708
6.310700 -3 732 -311.328633
6.323239 -3 730 -315.090571
6.360036 -3 729 -326.129558
6.397883 -3 748 -337.483608
6.440603 -2 746 -318.163629
6.456422 -2 745 -321.327463
6.469391 -2 744 -323.921221
6.486266 -2 743 -327.296171
6.499924 -2 742 -330.027904
6.536732 -1 741 -305.549048
6.550635 -1 740 -306.939377
6.568029 -1 739 -308.678736
6.581305 -1 738 -310.006365
6.597606 0 737 -280.821396
6.632671 0 737 -280.821396
6.647597 0 737 -280.821396
6.666224 0 748 -280.821396
6.702077 1 748 -249.028777
6.740430 1 747 -245.193427
6.776296 1 746 -241.606811
6.836573 1 745 -235.579144
6.850735 1 744 -234.162961
6.866497 1 743 -232.586723
6.906536 2 742 -196.580904
6.921650 2 748 -193.558196
6.936264 2 747 -190.635304
6.950436 2 746 -187.800963
6.962019 2 745 -185.484246
6.971747 2 744 -183.538771
6.981320 2 743 -181.624054
6.991708 2 742 -179.546488
7.022154 2 741 -173.457346
7.032096 2 740 -171.468904
7.066649 2 739 -164.558221
7.096553 2 738 -158.577438
7.128084 2 737 -152.271354
7.137993 2 736 -150.289538
7.166557 2 735 -144.576779
7.197626 2 748 -138.362988
7.209425 2 747 -136.003146
7.218791 2 746 -134.129913
7.259744 2 745 -125.939396
7.269823 2 744 -123.923546
7.302629 1 743 -149.002652
7.318324 1 742 -147.433102
7.327911 1 741 -146.474477
7.359161 1 740 -143.349452
7.369485 1 739 -142.316990
7.379315 1 738 -141.334065
7.391465 1 737 -140.118986
7.401950 1 736 -139.070486
7.413597 1 735 -137.905819
7.423328 1 734 -136.932736
7.497570 1 748 -129.508573
7.508192 1 747 -128.446311
7.520445 1 746 -127.221069
7.552416 0 745 -155.622496
7.588458 0 745 -155.622496
7.598804 0 745 -155.622496
7.609750 0 745 -155.622496
7.622114 0 745 -155.622496
7.632431 0 745 -155.622496
7.646414 0 745 -155.622496
7.674768 -1 745 -187.040210
7.707565 -1 744 -190.319960
7.719109 -1 743 -191.474298
7.729638 -1 742 -192.527210
7.762159 -1 748 -195.779298
7.772322 -1 747 -196.795648
7.781686 -1 746 -197.732065
7.811276 -1 745 -200.691044
7.822781 -1 744 -201.841523
7.831813 -1 743 -202.744744
7.842288 -1 742 -203.792240
7.856712 -1 741 -205.234619
7.884000 -1 740 -207.963444
7.896342 -1 739 -209.197594
7.904534 -1 738 -210.016856
7.912710 -1 737 -210.834394
7.944015 -1 736 -213.964956
7.954408 -1 735 -215.004231
7.963668 -1 734 -215.930219
7.972755 -1 733 -216.838877
7.982117 -1 732 -217.775069
8.013136 -1 731 -220.877015
8.023638 -1 748 -221.927173
8.033549 -1 747 -222.918319
8.046120 -1 746 -224.175398
8.056609 -1 745 -225.224323
8.086582 -1 744 -228.221619
8.120737 -1 743 -231.637131
8.156463 -1 742 -235.209735
8.166669 -1 741 -236.230290
8.175976 -1 740 -237.160977
8.183288 -1 739 -237.892244
8.213658 -1 738 -240.929223
8.222647 -1 737 -241.828135
8.233432 -1 736 -242.906665
8.243710 -1 735 -243.934427
8.260058 -1 734 -245.569173
8.269574 -1 733 -246.520852
8.279444 -1 748 -247.507827
8.290452 -1 747 -248.608594
8.299058 -1 746 -249.469181
8.309212 -1 745 -250.484577
8.318237 -1 744 -251.387131
8.328075 -1 743 -252.370890
8.357671 -1 742 -255.330527
8.368243 -1 741 -256.387727
8.406023 -1 740 -260.165706
8.420071 -1 739 -261.570510
8.433842 -1 738 -262.947569
8.493862 -1 737 -268.949615
8.532486 -1 748 -272.811973
8.572582 0 747 -244.816792
8.609555 0 747 -244.816792
8.622667 0 747 -244.816792
8.638364 0 747 -244.816792
8.678402 0 747 -244.816792
8.718340 0 747 -244.816792
8.736473 0 747 -244.816792
8.772513 0 747 -244.816792
8.786241 0 748 -244.816792
8.800638 0 748 -244.816792
8.838384 1 748 -212.929492
8.882089 1 747 -208.559008
8.897851 1 746 -206.982796
8.936295 1 745 -203.138383
9.018330 1 744 -194.934883
9.049603 1 748 -191.807646
9.065084 1 747 -190.259500
9.073854 1 746 -189.382496
9.103171 1 745 -186.450854
9.129796 1 744 -183.788367
9.143210 1 743 -182.446904
9.151961 1 742 -181.571825
9.161285 1 741 -180.639388
9.172756 1 740 -179.492279
9.202302 1 739 -176.537700
9.212419 1 738 -175.526025
9.221887 1 737 -174.579200
9.230457 1 736 -173.722208
9.267399 1 735 -170.028029
9.297783 1 734 -166.989579
9.326689 1 748 -164.099017
9.362416 1 747 -160.526342
9.371926 1 746 -159.575317
9.380265 1 745 -158.741463
9.391635 1 744 -157.604388
9.403552 1 743 -156.412754
9.432625 1 742 -153.505421
9.470646 1 741 -149.703338
9.485570 1 740 -148.210896
9.497799 1 739 -146.988008
