call to Robot/MoveCC
37.741388 66 355 557.481355
37.776594 67 1341 868.426559
37.818429 68 1406 1237.288715
37.850480 67 1412 1466.905865
37.888283 65 1387 1706.301990
37.926568 63 1418 1940.328555
37.960555 60 1418 2101.157227
37.996054 57 326 2260.361667
38.032310 55 326 2443.998070
38.066327 53 321 2604.429040
38.106563 51 326 2795.502722
38.146500 50 326 3007.518415
38.179910 47 326 3111.966553
38.216286 44 326 3220.579289
38.257123 42 338 3371.299499
38.295613 38 326 3436.050097
38.333586 36 321 3544.652437
38.366498 33 321 3590.908117
38.403347 32 321 3704.618242
38.441923 28 334 3723.490193
38.471956 26 525 3760.796572
38.502617 23 326 3760.942608
38.546480 20 321 3784.108826
38.582139 18 338 3805.409444
38.617250 15 338 3784.929719
38.655802 12 338 3757.384230
38.688258 10 338 3740.226645
38.730020 8 338 3725.329335
38.766591 4 338 3631.660245
38.803589 2 338 3584.979435
38.838484 -1 338 3497.073140
38.880180 -4 338 3394.564152
38.910620 -6 338 3316.300002
38.945787 -8 338 3226.760072
38.980625 -11 1779 3097.044610
39.106330 -16 1787 2743.402781
39.142592 -16 1785 2673.779741
39.172549 -16 1787 2616.262061
39.208704 -17 1787 2514.676398
39.244454 -19 1783 2377.455947
39.280029 -21 1786 2232.074547
39.314177 -24 1792 2049.874610
39.346309 -27 1817 1861.552348
39.377972 -29 1854 1695.163966
39.412320 -32 2550 1479.450594
39.448712 -34 2550 1275.339426
39.485954 -35 277 1091.155824
39.518720 -38 255 857.641655
39.556509 -39 249 653.054548
39.598737 -40 237 422.895606
39.630156 -41 213 240.201088
39.663562 -43 195 11.833588
39.697414 -44 195 -194.876243
39.728271 -45 195 -389.651063
39.765752 -46 265 -624.299147
39.801945 -46 273 -824.081057
39.842528 -45 271 -1015.664919
39.879724 -43 281 -1152.060898
39.918601 -41 197 -1288.000978
39.960387 -39 259 -1428.573379
39.998224 -36 265 -1508.840064
40.032335 -34 265 -1592.104164
40.069947 -32 267 -1681.051481
40.109735 -30 326 -1769.062529
40.146479 -28 326 -1836.929039
40.190314 -25 326 -1886.326196
40.227654 -21 326 -1869.384941
40.267674 -19 326 -1905.431340
40.300511 -16 326 -1884.390615
40.342379 -14 326 -1899.752340
40.386691 -10 1775 -1843.561501
40.510648 -4 1773 -1767.685486
40.548009 -4 1773 -1785.618665
40.589939 -4 1770 -1805.745146
40.626610 -4 1770 -1823.347406
40.666245 -3 1770 -1809.993773
40.702362 -3 1770 -1822.995983
40.750552 -3 1770 -1840.344428
40.785218 -2 1770 -1820.744328
40.825504 -2 1770 -1830.412968
40.857864 -3 1770 -1870.120906
40.888657 -3 1770 -1881.206371
40.930457 -2 1770 -1863.746396
40.966233 -3 1770 -1904.479058
41.005711 -2 1770 -1886.322508
41.036620 -2 1770 -1893.740698
41.072288 -2 1770 -1902.301118
41.110274 -2 1724 -1911.417648
41.160108 -2 1718 -1923.377828
41.200392 -2 1710 -1933.045858
41.241708 -2 1710 -1942.961828
41.285703 -1 1708 -1920.880966
41.318460 2 1709 -1828.915586
41.361978 4 1709 -1753.249016
41.395564 7 1709 -1641.082091
41.426526 10 462 -1519.500851
41.471643 13 454 -1367.239333
41.506752 16 475 -1216.150616
41.546648 18 475 -1074.762862
41.589613 22 496 -851.644860
41.622211 25 496 -669.720381
41.656746 28 496 -469.897227
41.690656 30 326 -291.890427
41.727956 33 469 -60.899262
41.770587 35 469 173.036071
41.815581 36 326 394.712283
41.850405 37 326 577.240855
41.886174 37 326 736.053923
41.928111 36 326 889.737068
41.968103 35 326 1030.103878
42.002415 33 326 1110.098707
42.039992 30 326 1162.137246
42.078511 28 326 1236.183947
42.116006 26 326 1297.669503
42.152063 23 326 1313.675366
42.190700 21 326 1355.678696
42.229389 20 481 1420.853021
42.262588 17 481 1404.554801
42.301904 14 481 1387.682485
42.339399 12 481 1386.174424
42.382049 8 483 1317.354374
42.416573 6 483 1286.354534
42.456019 3 483 1217.655531
42.491921 1 483 1166.271872
42.525386 -3 1709 1042.256057
42.560608 -6 1716 933.235772
42.599678 -9 1722 808.072997
42.636273 -11 1731 704.159597
42.670688 -14 1725 562.536722
42.706714 -15 1732 469.852134
42.744695 -19 1252 272.369280
42.786279 -22 1227 80.074279
42.822175 -23 1255 -46.845032
42.866302 -23 1261 -168.635552
42.898697 -25 1261 -321.932792
42.936163 -26 1261 -466.579391
42.977971 -26 1271 -597.022170
43.018505 -24 1284 -658.624044
43.052667 -23 1267 -724.960064
43.090266 -22 1277 -796.476014
43.128401 -20 1259 -832.578313
43.173760 -17 1265 -843.274183
43.212453 -14 1761 -825.243474
43.256127 -12 1740 -833.374263
43.295549 -10 1748 -825.411413
43.330501 -7 1740 -771.062453
43.366649 -5 1736 -737.089583
43.401434 -3 1736 -693.786003
43.442106 1 1730 -578.666713
43.480513 4 1730 -477.144613
43.515988 6 500 -395.859763
43.560022 9 498 -266.229462
43.595726 10 490 -195.527093
43.628434 12 483 -92.351378
43.662415 13 504 -11.381127
43.699921 15 496 111.630423
43.736304 16 506 209.301716
43.776562 16 506 286.596677
43.812583 15 507 323.597054
43.852024 15 510 394.589355
43.887602 14 510 426.495148
43.922120 13 510 452.415523
43.965905 11 510 455.464843
43.998068 10 510 465.990327
44.031936 9 510 474.600654
44.070517 9 510 516.267235
44.108119 7 510 492.365515
44.150336 6 510 495.294937
44.186295 4 510 456.870037
44.220686 3 510 441.314485
44.252621 1 510 388.978775
44.290499 0 510 361.251467
44.327140 -2 510 296.854592
44.362243 -4 510 224.217377
44.399726 -4 1783 206.225517
44.437750 -6 1786 123.411342
