call to Robot/MoveCC
12.648816 0 1726 -9.752115
12.691163 0 1726 -9.752115
12.724218 0 1726 -9.752115
12.763001 0 1726 -9.752115
12.798678 0 1726 -9.752115
12.838491 0 1726 -9.752115
12.878695 0 1726 -9.752115
12.914970 0 1771 -9.752115
12.954801 0 1770 -9.752115
13.000390 0 1778 -9.752115
13.035041 1 1783 22.326967
13.078872 0 1783 -5.043178
13.118353 1 1797 27.325685
13.167925 0 1797 0.300023
13.198954 0 1797 0.300023
13.236014 0 1797 0.300023
13.274144 0 1797 0.300023
13.304224 0 1797 0.300023
13.340757 0 1797 0.300023
13.389854 0 1797 0.300023
13.424118 0 1797 0.300023
13.470685 1 1797 33.094080
13.510701 0 1797 5.495013
13.549178 1 1797 37.803648
13.588040 1 1797 42.467037
13.620172 0 1797 14.394975
13.661088 1 1797 46.849950
13.697813 0 1797 19.053415
13.733148 0 1797 19.053415
13.771122 0 1797 19.053415
13.815041 0 1797 19.053415
13.850735 0 1797 19.053415
13.892564 0 1875 19.053415
13.934747 0 1881 19.053415
13.970962 0 1881 19.053415
14.008997 0 1885 19.053415
14.048745 0 1885 19.053415
14.084864 0 1885 19.053415
14.120620 0 1885 19.053415
14.158952 0 1885 19.053415
14.202049 0 1885 19.053415
14.238676 0 1885 19.053415
14.280624 0 1885 19.053415
14.313031 0 1885 19.053415
14.342894 0 1885 19.053415
14.380800 0 1885 19.053415
14.414949 0 1885 19.053415
14.461026 0 1885 19.053415
14.494664 0 1885 19.053415
14.534690 0 1885 19.053415
14.571053 0 1885 19.053415
14.614104 0 1885 19.053415
14.648073 0 1885 19.053415
14.682767 0 1885 19.053415
14.720455 0 1885 19.053415
14.755040 0 1885 19.053415
14.784721 -1 1885 -12.727405
14.828531 0 1885 14.643980
14.862559 -1 1885 -17.397685
14.900984 -1 1885 -22.008735
14.940753 0 1885 5.605112
14.982877 0 1885 5.605112
15.028423 1 1885 38.337857
15.063181 2 1885 74.594192
15.112729 3 1885 119.458642
15.149777 3 1885 132.796012
15.192028 4 1885 180.541625
15.228866 5 1885 230.434145
15.268692 5 1885 254.329395
15.301144 5 1885 273.800420
15.340280 4 1885 264.933905
15.371179 4 1885 279.765825
15.407863 4 1885 297.373765
15.449783 2 1885 252.465175
15.483060 2 1885 260.451555
15.523179 2 1885 270.080055
15.567911 2 1885 280.815915
15.598501 2 1885 288.157505
15.628828 2 1885 295.435895
15.668506 2 1885 304.958735
15.708324 2 1885 314.514875
15.743075 2 1885 322.855305
15.788340 2 1885 333.718845
15.821760 2 1885 341.739535
15.860656 3 1885 383.408373
15.895052 2 1885 363.727310
15.929075 2 1885 371.892730
15.970221 2 1885 381.767840
16.004735 2 1885 390.051140
16.044638 2 1885 399.627920
16.084703 2 1885 409.243580
16.124485 2 1885 418.791070
16.160641 2 1885 427.468590
16.201922 1 1885 404.899140
16.250192 2 1885 443.587770
16.288961 1 1885 420.566228
16.324328 1 1885 424.810243
16.359134 1 1885 428.986918
16.400098 0 1885 401.444750
16.433103 -1 1885 369.464428
16.470770 -2 1885 332.684413
16.510101 -2 1885 323.244943
16.542877 -2 1885 315.378662
16.588451 -3 1885 271.706513
16.624833 -2 1885 290.791937
16.667816 -3 1885 247.897025
16.708232 -3 1885 233.347100
16.739111 -3 1885 222.230900
16.780704 -2 1885 239.752938
16.813182 -3 1885 200.009575
16.850680 -3 1885 186.510115
16.898732 -2 1885 202.094565
16.934516 -2 1885 193.506375
16.969029 -2 1885 185.223325
17.011104 -2 1885 175.125285
17.045113 -1 1885 199.003650
17.082953 -2 1885 162.192465
17.124689 -2 1885 152.175815
17.165844 -1 1885 174.767983
17.198946 -1 1885 170.795688
17.228818 -1 1885 167.211058
17.268887 -2 1885 129.998600
17.304870 -2 1885 121.362660
17.342922 -2 1885 112.230230
17.390652 -2 1885 100.775160
17.451054 -1 1885 119.902740
